YEAR,NFIREID,BASRC,FIREMAPS,FIREMAPM,FIRECAUS,HS_SDATE,HS_EDATE,AG_SDATE,AG_EDATE,CAPDATE,POLY_HA,ADJ_HA,ADJ_FLAG,ADMIN_AREA,NATPARK,PRESCRIBED,VERSION,GID,unit_id
2023.0000000000,684.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/06/30,2023/10/09,,,2023/10/10,11184.2683010000,11184.2683010000,,AB,,,"20240530",2023_684,"34"
2023.0000000000,711.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/02/10,2023/06/10,2023/05/05,,2023/06/15,15169.8245160000,15169.8245160000,,AB,,,"20240530",2023_711,"34"
2023.0000000000,691.0000000000,MAFiMS,Landsat,Processed imagery,Undetermined,2023/07/08,2023/07/16,,,2023/08/15,1093.5907183000,1093.5907183000,,AB,,,"20240530",2023_691,"34"
2023.0000000000,683.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/05/14,2023/06/30,,,2023/08/15,24135.8073360000,24135.8073360000,,AB,,,"20240530",2023_683,"34"
2023.0000000000,700.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/29,2023/06/11,2023/05/29,,2023/06/15,3791.4004526000,3791.4004526000,,AB,,,"20240530",2023_700,"34"
2023.0000000000,714.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/04/16,2023/06/23,2023/05/05,,2023/07/15,7041.4990250000,7041.4990250000,,AB,,,"20240530",2023_714,"34"
2023.0000000000,675.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/28,2023/07/13,2023/05/28,,2023/08/15,22315.0603740000,22315.0603740000,,AB,,,"20240530",2023_675,"34"
2023.0000000000,678.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/28,2023/10/20,2023/05/28,,2023/10/08,20122.8526000000,20122.8526000000,,PC,WB,,"20240530",2023_678,"34"
2023.0000000000,705.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/04,2023/06/10,2023/05/04,,2023/06/15,31951.7914930000,31951.7914930000,,AB,,,"20240530",2023_705,"34"
2023.0000000000,706.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/05/04,2023/05/21,,,2023/06/15,13555.7127740000,13555.7127740000,,AB,,,"20240530",2023_706,"34"
2023.0000000000,699.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/07/21,2023/11/08,,,2023/10/15,12426.8200160000,12426.8200160000,,AB,,,"20240530",2023_699,"34"
2023.0000000000,718.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/05/05,2023/06/30,,,2023/06/15,37494.9678920000,37494.9678920000,,AB,,,"20240530",2023_718,"34"
2023.0000000000,681.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/05/03,2023/07/16,2023/05/16,,2023/06/15,64136.8880280000,64136.8880280000,,AB,,,"20240530",2023_681,"34"
2023.0000000000,681.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/05/03,2023/07/16,2023/05/16,,2023/06/15,12598.9784960000,12598.9784960000,,PC,WB,,"20240530",2023_681,"34"
2023.0000000000,720.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/05,2023/06/12,2023/05/06,,2023/07/07,9051.1433910000,9051.1433910000,,AB,,,"20240530",2023_720,"34"
2023.0000000000,701.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/06/07,2023/06/12,2023/06/07,,2023/06/22,1687.9411161000,1687.9411161000,,AB,,,"20240530",2023_701,"34"
2023.0000000000,685.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/07/08,2023/09/27,,,2023/10/08,7730.4728889000,7730.4728889000,,AB,,,"20240530",2023_685,"34"
2023.0000000000,679.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/28,2023/09/22,2023/05/27,,2023/10/08,12088.6128130000,12088.6128130000,,AB,,,"20240530",2023_679,"34"
2023.0000000000,317.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/29,2023/09/26,2023/05/28,,2023/10/13,304427.2883300000,304427.2883300000,,PC,WB,,"20240530",2023_317,"34"
2023.0000000000,678.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/28,2023/10/20,2023/05/28,,2023/10/08,49732.0524900000,49732.0524900000,,AB,,,"20240530",2023_678,"34"
2023.0000000000,719.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/05,2023/05/13,2023/05/06,,2023/05/15,422.3650385900,422.3650385900,,AB,,,"20240530",2023_719,"34"
2023.0000000000,682.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/06/29,2023/09/27,2023/06/29,,2023/10/08,14655.9326830000,14655.9326830000,,AB,,,"20240530",2023_682,"34"
2023.0000000000,696.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/02/12,2023/11/25,2023/06/24,,2023/09/15,4597.4837217000,4597.4837217000,,AB,,,"20240530",2023_696,"34"
2023.0000000000,698.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/06/30,2023/10/09,,,2023/10/10,7364.3413979000,7364.3413979000,,AB,,,"20240530",2023_698,"34"
2023.0000000000,364.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/02/04,2023/09/09,,,2023/08/30,112751.0193000000,112751.0193000000,,AB,,,"20240530",2023_364,"34"
2023.0000000000,2124.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/27,2023/09/23,2023/05/28,,2023/06/23,5062.1617639000,5062.1617639000,,PC,WB,,"20240530",2023_2124,"34"
2023.0000000000,317.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/29,2023/09/26,2023/05/28,,2023/10/13,24608.8674380000,24608.8674380000,,AB,,,"20240530",2023_317,"34"
2023.0000000000,721.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/05/05,2023/05/06,2023/05/05,,2023/05/15,1044.3109106000,1044.3109106000,,AB,,,"20240530",2023_721,"34"
2023.0000000000,709.0000000000,MAFiMS,Landsat,Processed imagery,Undetermined,2023/05/04,2023/05/06,2023/05/03,,2023/05/15,3089.7636666000,3089.7636666000,,AB,,,"20240530",2023_709,"34"
2023.0000000000,689.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/06/30,2023/10/09,,,2023/10/10,13146.7815450000,13146.7815450000,,AB,,,"20240530",2023_689,"34"
2023.0000000000,723.0000000000,MAFiMS,Landsat,Processed imagery,Human,2023/04/18,2023/05/13,2023/05/01,2023/10/11,2023/05/25,1329.5963578000,1329.5963578000,,AB,,,"20240530",2023_723,"34"
2023.0000000000,677.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/05/28,2023/09/27,2023/05/31,,2023/10/08,14617.4134670000,14617.4134670000,,PC,WB,,"20240530",2023_677,"34"
2023.0000000000,716.0000000000,MAFiMS,Landsat,Processed imagery,Natural,2023/05/13,2023/06/12,2023/04/30,,2023/06/15,41670.3830430000,41670.3830430000,,AB,,,"20240530",2023_716,"34"
2023.0000000000,352.0000000000,MAFiMS,Landsat,Processed imagery,Natural,2023/05/11,2023/06/11,2023/05/13,2023/06/24,2023/07/15,4890.2741914000,4890.2741914000,,AB,,,"20240530",2023_352,"34"
2023.0000000000,710.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/05/06,2023/05/07,2023/05/05,,2023/06/15,5158.2901254000,5158.2901254000,,AB,,,"20240530",2023_710,"34"
2023.0000000000,1765.0000000000,Agency,Sentinel-2,Manually delineated,Undetermined,,,2023/04/26,,2023/04/27,18.6146577910,18.6146577910,,AB,,,"20240530",2023_1765,"34"
2023.0000000000,1767.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/27,,2023/07/12,2.2363200675,2.7267941941,true,AB,,,"20240530",2023_1767,"34"
2023.0000000000,2128.0000000000,Agency,Undefined,Undefined,Natural,2023/05/30,2023/05/31,2023/05/30,,,75.5095457000,80.3789457510,true,PC,WB,,"20240530",2023_2128,"34"
2023.0000000000,1733.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/06/30,,2023/06/30,1.2918194651,1.6088538125,true,AB,,,"20240530",2023_1733,"34"
2023.0000000000,1709.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/06,,2023/07/08,59.9734439930,64.4109528000,true,AB,,,"20240530",2023_1709,"34"
2023.0000000000,715.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/07/08,2023/07/09,2023/07/08,,2023/08/15,162.4291069000,162.4291069000,,AB,,,"20240530",2023_715,"34"
2023.0000000000,1731.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/06/29,,2023/07/03,3.2722048556,3.9316994706,true,AB,,,"20240530",2023_1731,"34"
2023.0000000000,1653.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/05,,2023/05/27,21.2108031390,23.7124148800,true,AB,,,"20240530",2023_1653,"34"
2023.0000000000,1782.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/29,,2023/05/02,41.4564769210,45.1628232640,true,AB,,,"20240530",2023_1782,"34"
2023.0000000000,1745.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/07/23,,2023/07/30,193.4850650200,198.6185315000,true,AB,,,"20240530",2023_1745,"34"
2023.0000000000,1715.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/28,,2023/04/28,16.1996557800,18.2995764580,true,AB,,,"20240530",2023_1715,"34"
2023.0000000000,1654.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/05/06,,2023/05/09,15.4318294440,17.4649114910,true,AB,,,"20240530",2023_1654,"34"
2023.0000000000,1681.0000000000,Agency,Undefined,Manually delineated,Human,,,2023/07/08,,2023/07/08,20.1411024090,22.5615583500,true,AB,,,"20240530",2023_1681,"34"
2023.0000000000,707.0000000000,MAFiMS,Landsat,Processed imagery,Undetermined,,,,,2023/05/12,651.6934100300,651.6934100300,,AB,,,"20240530",2023_707,"34"
2023.0000000000,1700.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/02,,2023/05/02,16.1547141050,18.2507654170,true,AB,,,"20240530",2023_1700,"34"
2023.0000000000,1694.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/16,,2023/05/19,6.7151572860,7.8478151248,true,AB,,,"20240530",2023_1694,"34"
2023.0000000000,1690.0000000000,Agency,Aerial survey,Direct from GPS,Human,2023/05/04,2023/05/04,2023/05/04,,2023/05/05,188.4019647100,193.5993443000,true,AB,,,"20240530",2023_1690,"34"
2023.0000000000,2125.0000000000,Agency,Undefined,Undefined,Natural,2023/05/28,2023/06/10,2023/05/28,,,339.3577603200,340.8902993800,true,PC,WB,,"20240530",2023_2125,"34"
2023.0000000000,1650.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/30,,2023/05/24,15.2359701270,17.2517492340,true,AB,,,"20240530",2023_1650,"34"
2023.0000000000,1721.0000000000,Agency,Undefined,Manually delineated,Human,2023/05/05,2023/05/06,2023/05/05,,2023/05/06,252.2003799000,256.2576480500,true,AB,,,"20240530",2023_1721,"34"
2023.0000000000,1780.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/23,,2023/04/15,5.7971677192,6.8135241972,true,AB,,,"20240530",2023_1780,"34"
2023.0000000000,1755.0000000000,Agency,Sentinel-2,Manually delineated,Human,,,2023/04/15,,2023/04/27,15.2779313490,15.2779313490,,AB,,,"20240530",2023_1755,"34"
2023.0000000000,1697.0000000000,Agency,Aerial survey,Direct from GPS,Natural,2023/06/30,2023/07/01,2023/06/30,,2023/07/02,176.2200907000,181.5490732100,true,AB,,,"20240530",2023_1697,"34"
2023.0000000000,1720.0000000000,Agency,Undefined,Manually delineated,Human,2023/05/05,2023/05/06,2023/05/05,,2023/05/29,454.5531278300,451.4855631800,true,AB,,,"20240530",2023_1720,"34"
2023.0000000000,1787.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/11/20,,2023/11/21,5.9370861296,6.9715545427,true,AB,,,"20240530",2023_1787,"34"
2023.0000000000,1687.0000000000,Agency,Aerial survey,Direct from GPS,Undetermined,,,2023/04/30,,2023/05/02,60.0073072090,64.4459178780,true,AB,,,"20240530",2023_1687,"34"
2023.0000000000,1662.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/09/17,,2023/10/15,12.2093356290,13.9433206530,true,AB,,,"20240530",2023_1662,"34"
2023.0000000000,1778.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/08,,2023/04/18,35.3515991490,38.7496055030,true,AB,,,"20240530",2023_1778,"34"
2023.0000000000,1746.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/23,,2023/07/26,15.7036079910,17.7605273610,true,AB,,,"20240530",2023_1746,"34"
2023.0000000000,2129.0000000000,Agency,Undefined,Undefined,Natural,,,2023/07/26,,,0.3189161260,0.4192117115,true,PC,WB,,"20240530",2023_2129,"34"
2023.0000000000,1707.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/30,,2023/07/01,5.8938605540,6.9227490709,true,AB,,,"20240530",2023_1707,"34"
2023.0000000000,1775.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/29,,2023/06/29,8.6502212309,10.0109758050,true,AB,,,"20240530",2023_1775,"34"
2023.0000000000,1685.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/07/23,,2023/07/24,14.2555854300,16.1831347130,true,AB,,,"20240530",2023_1685,"34"
2023.0000000000,1671.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/06/11,,2023/06/11,11.2736997310,12.9144739080,true,AB,,,"20240530",2023_1671,"34"
2023.0000000000,1743.0000000000,Agency,Undefined,Manually delineated,Human,,,2023/07/22,,2023/07/22,1.9301757964,2.3669133673,true,AB,,,"20240530",2023_1743,"34"
2023.0000000000,1756.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/16,,2023/08/17,2.4489135493,2.9755690231,true,AB,,,"20240530",2023_1756,"34"
2023.0000000000,1734.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/07/06,,2023/07/11,49.4653580790,53.5217049560,true,AB,,,"20240530",2023_1734,"34"
2023.0000000000,1674.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/24,,2023/08/12,18.9395053810,21.2659753940,true,AB,,,"20240530",2023_1674,"34"
2023.0000000000,1766.0000000000,Agency,Aerial survey,Direct from GPS,Undetermined,,,2023/04/26,,2023/04/26,11.8761377400,13.5772899520,true,AB,,,"20240530",2023_1766,"34"
2023.0000000000,1695.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/17,,2023/05/20,0.8663512839,1.0957306517,true,AB,,,"20240530",2023_1695,"34"
2023.0000000000,1696.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/30,,2023/07/01,6.6383652850,7.7615142805,true,AB,,,"20240530",2023_1696,"34"
2023.0000000000,1660.0000000000,Agency,Undefined,Manually delineated,Human,,,2023/09/09,,2023/09/10,0.1074386475,0.1472821486,true,AB,,,"20240530",2023_1660,"34"
2023.0000000000,1758.0000000000,Agency,Landsat,Manually delineated,Human,,,2023/04/21,,2023/04/28,1.6219571557,1.6219571557,,AB,,,"20240530",2023_1758,"34"
2023.0000000000,1659.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/07/10,,2023/07/12,50.3807326180,54.4735884800,true,AB,,,"20240530",2023_1659,"34"
2023.0000000000,1761.0000000000,Agency,Sentinel-2,Manually delineated,Undetermined,,,2023/04/25,,2023/04/27,8.5613191318,8.5613191318,,AB,,,"20240530",2023_1761,"34"
2023.0000000000,1759.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/04/22,,2023/07/13,30.3986978020,33.5152676670,true,AB,,,"20240530",2023_1759,"34"
2023.0000000000,1661.0000000000,Agency,Undefined,Manually delineated,Human,,,2023/09/15,,2023/09/09,85.6254174670,90.7060603520,true,AB,,,"20240530",2023_1661,"34"
2023.0000000000,1784.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/05/06,,2023/05/05,0.5755194679,0.7394759412,true,AB,,,"20240530",2023_1784,"34"
2023.0000000000,1712.0000000000,Agency,Ground survey,Direct from GPS,Undetermined,,,2023/05/06,,2023/05/06,5.8055086559,6.8229489292,true,AB,,,"20240530",2023_1712,"34"
2023.0000000000,1714.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/27,,2023/04/27,2.5948121160,3.1458116950,true,AB,,,"20240530",2023_1714,"34"
2023.0000000000,1785.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/05/15,,2023/05/15,0.2618568210,0.3468360990,true,AB,,,"20240530",2023_1785,"34"
2023.0000000000,1676.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/06/30,,2023/06/30,0.6032532090,0.7737042472,true,AB,,,"20240530",2023_1676,"34"
2023.0000000000,1677.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/06/30,,2023/08/04,1.2632536277,1.5746354916,true,AB,,,"20240530",2023_1677,"34"
2023.0000000000,1689.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/03,,2023/05/04,152.9409017200,158.4296806900,true,AB,,,"20240530",2023_1689,"34"
2023.0000000000,1762.0000000000,Agency,Sentinel-2,Manually delineated,Undetermined,,,2023/04/25,,2023/04/27,3.4978446838,3.4978446838,,AB,,,"20240530",2023_1762,"34"
2023.0000000000,1763.0000000000,Agency,Sentinel-2,Manually delineated,Undetermined,,,2023/04/26,,2023/04/27,6.5759115211,6.5759115211,,AB,,,"20240530",2023_1763,"34"
2023.0000000000,1732.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/06/30,,2023/06/30,1.2731237562,1.5864620205,true,AB,,,"20240530",2023_1732,"34"
2023.0000000000,1764.0000000000,Agency,Sentinel-2,Manually delineated,Undetermined,,,2023/04/26,,2023/04/27,9.4009588516,9.4009588516,,AB,,,"20240530",2023_1764,"34"
2023.0000000000,1718.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/05/03,,2023/05/21,1.7038485652,2.0994549089,true,AB,,,"20240530",2023_1718,"34"
2023.0000000000,1719.0000000000,Agency,Sentinel-2,Manually delineated,Human,,,2023/05/05,,2023/05/24,9.2874328606,9.2874328606,,AB,,,"20240530",2023_1719,"34"
2023.0000000000,1716.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/04/30,,2023/05/01,1.0912072360,1.3678868212,true,AB,,,"20240530",2023_1716,"34"
2023.0000000000,1642.0000000000,Agency,Ground survey,Direct from GPS,Undetermined,,,2023/04/29,,2023/05/04,51.7173965700,55.8623692570,true,AB,,,"20240530",2023_1642,"34"
2023.0000000000,1727.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/06/06,,2023/07/04,1.8114765985,2.2268031324,true,AB,,,"20240530",2023_1727,"34"
2023.0000000000,1783.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/05/01,,2023/05/01,0.4688292814,0.6071761279,true,AB,,,"20240530",2023_1783,"34"
2023.0000000000,717.0000000000,MAFiMS,Landsat,Processed imagery,Undetermined,,,,,2023/05/12,119.9499072900,119.9499072900,,AB,,,"20240530",2023_717,"34"
2023.0000000000,1656.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/06/01,,2023/06/01,1.0045975218,1.2633417934,true,AB,,,"20240530",2023_1656,"34"
2023.0000000000,1655.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/05/13,,2023/05/13,1.5342686612,1.8981642593,true,AB,,,"20240530",2023_1655,"34"
2023.0000000000,1723.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/09,,2023/05/09,2.9972985796,3.6136025183,true,AB,,,"20240530",2023_1723,"34"
2023.0000000000,1658.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/06/12,,2023/07/02,22.7390655930,25.3527679330,true,AB,,,"20240530",2023_1658,"34"
2023.0000000000,1729.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/06/24,,2023/06/24,0.6879062506,0.8778170920,true,AB,,,"20240530",2023_1729,"34"
2023.0000000000,1643.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/30,,2023/04/30,8.8211811011,10.2011226690,true,AB,,,"20240530",2023_1643,"34"
2023.0000000000,1774.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/29,,2023/06/29,13.8674060540,15.7592471980,true,AB,,,"20240530",2023_1774,"34"
2023.0000000000,1713.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/04/16,,2023/04/17,26.2391304350,29.0939729220,true,AB,,,"20240530",2023_1713,"34"
2023.0000000000,1735.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/10,,2023/07/11,1.5887301523,1.9628991278,true,AB,,,"20240530",2023_1735,"34"
2023.0000000000,1760.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/23,,2023/07/12,1.2736982217,1.5871502440,true,AB,,,"20240530",2023_1760,"34"
2023.0000000000,1717.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/05/03,,2023/05/03,1.7814433482,2.1912971585,true,AB,,,"20240530",2023_1717,"34"
2023.0000000000,1770.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/05/15,,2023/07/12,42.4742723280,46.2283281460,true,AB,,,"20240530",2023_1770,"34"
2023.0000000000,1693.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/05/12,,2023/05/15,9.5940395548,11.0589860270,true,AB,,,"20240530",2023_1693,"34"
2023.0000000000,1736.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/07/16,,2023/07/16,100.7697264800,106.0802594400,true,AB,,,"20240530",2023_1736,"34"
2023.0000000000,1702.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/01,,2023/06/02,4.3601250879,5.1811798378,true,AB,,,"20240530",2023_1702,"34"
2023.0000000000,1781.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/04/29,,2023/04/29,1.0120328518,1.2723300910,true,AB,,,"20240530",2023_1781,"34"
2023.0000000000,1698.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/30,,2023/07/04,1.4001080204,1.7383104314,true,AB,,,"20240530",2023_1698,"34"
2023.0000000000,1664.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/10/02,,2023/10/03,6.1443517643,7.2053869739,true,AB,,,"20240530",2023_1664,"34"
2023.0000000000,1744.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/07/23,,2023/07/23,1.1523296481,1.4414724462,true,AB,,,"20240530",2023_1744,"34"
2023.0000000000,1706.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/24,,2023/06/24,4.6287314015,5.4876939175,true,AB,,,"20240530",2023_1706,"34"
2023.0000000000,1665.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/30,,2023/04/30,1.7768528687,2.1858681664,true,AB,,,"20240530",2023_1665,"34"
2023.0000000000,1726.0000000000,Agency,Undefined,Manually delineated,Human,,,2023/05/29,,2023/08/14,3.1143371356,3.7491609893,true,AB,,,"20240530",2023_1726,"34"
2023.0000000000,1748.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/10/09,,2023/10/09,1.5116072028,1.8712020853,true,AB,,,"20240530",2023_1748,"34"
2023.0000000000,1680.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/07/06,,2023/07/08,1.2968693384,1.6148998777,true,AB,,,"20240530",2023_1680,"34"
2023.0000000000,1705.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/24,,2023/06/25,38.0019472410,41.5386698590,true,AB,,,"20240530",2023_1705,"34"
2023.0000000000,1741.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/07/21,,2023/07/24,0.9716229524,1.2234488291,true,AB,,,"20240530",2023_1741,"34"
2023.0000000000,1701.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/03,,2023/05/04,19.3873443450,21.7492036040,true,AB,,,"20240530",2023_1701,"34"
2023.0000000000,1691.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/04,,2023/05/05,4.1732807733,4.9675390074,true,AB,,,"20240530",2023_1691,"34"
2023.0000000000,1751.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/27,,2023/04/27,7.1163114742,8.2980337197,true,AB,,,"20240530",2023_1751,"34"
2023.0000000000,1740.0000000000,Agency,Undefined,Manually delineated,Human,,,2023/07/19,,2023/07/22,2.1786712407,2.6591801263,true,AB,,,"20240530",2023_1740,"34"
2023.0000000000,1679.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/07/05,,2023/07/08,1.4083918450,1.7481972714,true,AB,,,"20240530",2023_1679,"34"
2023.0000000000,1645.0000000000,Agency,Ground survey,Direct from GPS,Undetermined,,,2023/05/05,,2023/05/08,1.1599240932,1.4506047607,true,AB,,,"20240530",2023_1645,"34"
2023.0000000000,1678.0000000000,Agency,Undefined,Manually delineated,Natural,,,2023/07/04,,2023/07/07,3.5941853179,4.3029620653,true,AB,,,"20240530",2023_1678,"34"
2023.0000000000,1771.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/07,,2023/06/09,22.6054819560,25.2095604720,true,AB,,,"20240530",2023_1771,"34"
2023.0000000000,1688.0000000000,Agency,Aerial survey,Direct from GPS,Undetermined,,,2023/06/13,,2023/06/13,0.9469355266,1.1935476105,true,AB,,,"20240530",2023_1688,"34"
2023.0000000000,1673.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/06/24,,2023/06/24,1.2064512673,1.5065038653,true,AB,,,"20240530",2023_1673,"34"
2023.0000000000,2131.0000000000,Agency,Undefined,Buffered points,Natural,,,2023/07/22,,,0.4691875029,0.6076221492,true,PC,WB,,"20240530",2023_2131,"34"
2023.0000000000,1692.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/05/10,,2023/05/11,1.9457710803,2.3852965865,true,AB,,,"20240530",2023_1692,"34"
2023.0000000000,1739.0000000000,Agency,Ground survey,Direct from GPS,Natural,,,2023/07/17,,2023/07/17,1.4460747895,1.7931441845,true,AB,,,"20240530",2023_1739,"34"
2023.0000000000,1757.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/16,,2023/05/04,3.1742101922,3.8184317793,true,AB,,,"20240530",2023_1757,"34"
2023.0000000000,1648.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/04/25,,2023/04/25,53.2824819580,57.4867207410,true,AB,,,"20240530",2023_1648,"34"
2023.0000000000,1666.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/03,,2023/05/03,1.4781639433,1.8313833547,true,AB,,,"20240530",2023_1666,"34"
2023.0000000000,1749.0000000000,Agency,Ground survey,Direct from GPS,Human,,,2023/11/02,,2023/11/02,52.7957446120,56.9817516060,true,AB,,,"20240530",2023_1749,"34"
2023.0000000000,1652.0000000000,Agency,Undefined,Manually delineated,Human,,,2023/05/03,,2023/05/04,2.7079019297,3.2775162073,true,AB,,,"20240530",2023_1652,"34"
2023.0000000000,1644.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/02,,2023/05/02,2.1184601966,2.5884871510,true,AB,,,"20240530",2023_1644,"34"
2023.0000000000,1725.0000000000,Agency,Undefined,Manually delineated,Human,,,2023/05/18,,2023/05/18,1.0577152298,1.3274986435,true,AB,,,"20240530",2023_1725,"34"
