Y,X,fid,YEAR,NFIREID,BASRC,FIREMAPS,FIREMAPM,FIRECAUS,HS_SDATE,HS_EDATE,AG_SDATE,AG_EDATE,CAPDATE,POLY_HA,ADJ_HA,ADJ_FLAG,ADMIN_AREA,NATPARK,PRESCRIBED,VERSION,GID,dc_median,bui_median
54.72337853,-123.3285982,881,2023,1218,Agency,Ground survey,Direct from GPS,Natural,,,2023-07-08,2023-07-24,,9.929675968,11.43069534,TRUE,BC,,,20240530,2023_1218,492.17749,122.564
65.56920733,-138.109125,882,2023,952,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-31,2023-08-07,2023-07-29,2023-10-13,2023-08-30,450.5874851,450.5874851,,YT,,,20240530,2023_952,440.421997,94.655998
62.13644675,-105.6501404,883,2023,55,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-27,2023-07-27,2023-07-22,2023-09-08,2023-08-15,200.7723806,200.7723806,,NT,,,20240530,2023_55,482.958497,112.461498
66.0514733,-112.1598956,884,2023,2135,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-27,2023-07-27,,,2023-09-16,97.40180081,97.40180081,,NU,,,20240530,2023_2135,,
54.58055098,-83.74246458,885,2023,193,MAFiMS,Landsat,Processed imagery,Undetermined,2023-07-06,2023-07-09,,,2023-08-08,218.9290271,218.9290271,,ON,,,20240530,2023_193,237.758995,57.929501
66.56167431,-113.0107363,886,2023,50,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-25,2023-07-27,,,2023-08-15,326.3895587,326.3895587,,NU,,,20240530,2023_50,364.229493,106.752502
64.26973216,-134.2400514,887,2023,940,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-08-06,2023-08-09,2023-08-08,2023-10-27,2023-08-30,533.4946291,533.4946291,,YT,,,20240530,2023_940,471.93399,102.720001
63.34897373,-113.3371404,888,2023,307,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-10,2023-09-12,2023-10-01,2023-10-01,2023-10-08,118.8250243,118.8250243,,NT,,,20240530,2023_307,777.031982,99.966003
50.65559317,-116.9367267,889,2023,791,MAFiMS,Landsat,Processed imagery,Natural,2023-07-23,2023-07-31,2023-07-12,2023-09-19,2023-09-15,166.1090203,166.1090203,,BC,,,20240530,2023_791,391.962006,116.996002
51.6541322,-98.62386284,890,2023,102,MAFiMS,Sentinel-2,Processed imagery,Undetermined,,,,,2023-05-30,18.34022141,18.34022141,,MB,,,20240530,2023_102,219.339005,67.860001
52.94430428,-99.3571822,891,2023,465,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023-08-03,,2023-08-25,8.083523445,8.083523445,,MB,,,20240530,2023_465,439.850006,54.337002
54.11944445,-101.25,892,2023,1144,Agency,Aerial survey,Buffered points,Natural,,,2023-07-04,,2023-07-06,0.099519877,0.136830348,TRUE,MB,,,20240530,2023_1144,,
44.01770373,-65.90767938,893,2023,1882,Agency,Ground survey,Direct from GPS,Human,,,2023-05-06,,2023-05-08,0.101991084,0.140095367,TRUE,NS,,,20240530,2023_1882,,
50.68194444,-96.09055556,894,2023,1078,Agency,Aerial survey,Buffered points,Human,,,2023-09-29,,2023-09-30,0.099469449,0.136763689,TRUE,MB,,,20240530,2023_1078,,
50.41789743,-122.659359,895,2023,869,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-15,2023-09-17,2023-08-29,2023-11-30,2023-10-15,408.285562,408.285562,,BC,,,20240530,2023_869,661.763977,123.872002
68.03686648,-130.0049747,896,2023,250,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-31,2023-08-02,2023-07-23,2023-09-06,2023-08-30,240.6728103,240.6728103,,NT,,,20240530,2023_250,428.656006,112.875999
50.66606829,-123.9843418,897,2023,821,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-26,2023-09-10,2023-08-16,2023-11-14,2023-09-22,223.9936265,223.9936265,,BC,,,20240530,2023_821,395.377014,80.158997
52.69664652,-121.3643047,898,2023,748,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-07,2023-07-20,2023-07-05,2023-12-12,2023-08-15,267.1458805,267.1458805,,BC,,,20240530,2023_748,276.166504,76.6045
55.6538461,-121.4033237,899,2023,896,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-10-08,2023-10-12,2023-09-13,,2023-10-22,1193.507119,1193.507119,,BC,,,20240530,2023_896,547.835022,50.162998
63.57877173,-126.3529943,900,2023,256,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-26,2023-08-30,2023-08-03,2023-09-06,2023-09-15,237.7823388,237.7823388,,NT,,,20240530,2023_256,313.806,5.784
52.94274529,-95.19280492,901,2023,441,MAFiMS,Landsat,Processed imagery,Natural,2023-08-02,2023-08-02,2023-07-25,,2023-09-08,72.0485144,72.0485144,,MB,,,20240530,2023_441,259.244995,54.6665
49.36078721,-122.025374,902,2023,816,MAFiMS,Sentinel-2,Processed imagery,Human,2023-06-05,2023-08-28,2023-06-04,2023-11-28,2023-09-15,102.4985683,102.4985683,,BC,,,20240530,2023_816,179.442001,68.669998
63.2446108,-114.3619267,903,2023,291,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-28,2023-06-28,2023-06-29,2023-10-01,2023-10-08,145.000576,145.000576,,NT,,,20240530,2023_291,492.235504,90.673
50.36831902,-126.0385757,904,2023,830,MAFiMS,Landsat,Processed imagery,Human,2023-05-29,2023-08-27,2023-05-29,2023-11-10,2023-06-22,227.5030927,227.5030927,,BC,,,20240530,2023_830,159.2305,59.197001
52.60421201,-122.2455879,905,2023,751,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-22,2023-07-23,2023-07-21,2023-09-12,2023-08-15,257.6201014,257.6201014,,BC,,,20240530,2023_751,445.125,103.786003
52.29039278,-127.0713823,906,2023,1363,Agency,Undefined,Manually delineated,Natural,,,2023-07-07,2023-08-21,,5.019441251,5.932329867,TRUE,BC,,,20240530,2023_1363,,
50.52654628,-124.3404938,907,2023,824,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-08,2023-09-10,2023-08-29,2023-11-14,2023-10-08,121.2979462,121.2979462,,BC,,,20240530,2023_824,487.834991,84.825996
53.94399862,-126.0786901,908,2023,1550,Agency,Ground survey,Direct from GPS,Natural,,,2023-05-10,2023-06-05,,13.8481106,15.73816493,TRUE,BC,,,20240530,2023_1550,260.362,88.787003
57.25175402,-93.47041327,909,2023,447,MAFiMS,Landsat,Processed imagery,Natural,2023-08-03,2023-08-03,2023-08-03,,2023-08-22,295.9162741,295.9162741,,PC,WP,,20240530,2023_447,228.177994,26.860001
49.27902148,-124.6062802,910,2023,777,MAFiMS,Sentinel-2,Processed imagery,Human,2023-06-05,2023-06-08,2023-06-03,2023-11-02,2023-06-22,200.3664525,200.3664525,,BC,,,20240530,2023_777,205.171997,85.842003
51.63606251,-121.9327437,911,2023,752,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-18,2023-05-20,2023-05-17,2023-06-15,2023-05-25,461.9988705,461.9988705,,BC,,,20240530,2023_752,297.907013,80.114998
55.85689877,-95.64032312,912,2023,108,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-01,2023-07-19,2023-06-30,,2023-08-07,187.7396443,187.7396443,,MB,,,20240530,2023_108,171.490997,48.849999
52.9716642,-124.6258944,913,2023,765,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-11,2023-07-16,2023-07-08,2023-08-01,2023-08-15,240.8584037,240.8584037,,BC,,,20240530,2023_765,565.541504,100.9025
53.33988215,-94.78054199,914,2023,409,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-12,2023-06-12,2023-06-10,,2023-07-22,102.2519565,102.2519565,,MB,,,20240530,2023_409,136.065994,37.757
56.36989039,-116.9283172,915,2023,1733,Agency,Ground survey,Direct from GPS,Human,,,2023-06-30,,2023-06-30,1.291819465,1.608853813,TRUE,AB,,,20240530,2023_1733,,
60.54613269,-110.7477568,916,2023,281,MAFiMS,Landsat,Processed imagery,Natural,2023-09-15,2023-09-16,2023-09-11,,2023-10-08,97.93783335,97.93783335,,NT,,,20240530,2023_281,867.188507,162.748497
48.45783708,-73.81893721,917,2023,603,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-11,2023-07-24,2023-06-01,2023-06-21,2023-09-26,233.9063257,233.9063257,,QC,,,20240530,2023_603,108.980499,45.374001
50.12299963,-116.6119068,918,2023,790,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-15,2023-08-19,2023-08-06,2023-09-29,2023-09-15,318.5434904,318.5434904,,BC,,,20240530,2023_790,355.345001,76.529999
61.68847985,-117.6833676,919,2023,332,MAFiMS,Landsat,Processed imagery,Natural,2023-09-22,2023-09-23,2023-09-20,2023-10-10,2023-10-10,264.6811735,264.6811735,,NT,,,20240530,2023_332,887.995972,166.059006
63.31839725,-116.7039089,920,2023,259,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-06,2023-09-12,2023-08-24,2023-10-01,2023-09-16,386.0183447,386.0183447,,NT,,,20240530,2023_259,759.763977,156.421997
54.48323012,-91.69143536,921,2023,185,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-02,2023-07-02,2023-07-04,2023-08-21,2023-08-08,218.5586568,218.5586568,,ON,,,20240530,2023_185,197.001007,41.063
54.47280541,-125.1622246,922,2023,860,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-15,2023-09-22,2023-07-09,2023-12-12,2023-10-15,155.0859965,155.0859965,,BC,,,20240530,2023_860,684.758972,137.417007
68.60863841,-129.8167877,923,2023,14,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-21,2023-08-01,2023-07-23,2023-09-06,2023-08-20,368.4095826,368.4095826,,NT,,,20240530,2023_14,370.923004,95.900002
65.8696312,-131.8420371,924,2023,17,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-24,2023-08-07,2023-07-24,2023-09-06,2023-08-20,767.1030436,767.1030436,,NT,,,20240530,2023_17,449.065003,111.180501
63.75728249,-106.9640185,925,2023,300,MAFiMS,Landsat,Processed imagery,Natural,,,2023-07-30,2023-09-07,2023-09-23,18.62217334,18.62217334,,NT,,,20240530,2023_300,420.95401,88.194
49.94065002,-123.7923736,926,2023,875,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-10,2023-09-22,2023-08-30,2023-11-14,2023-10-10,116.7936938,116.7936938,,BC,,,20240530,2023_875,448.609009,67.877998
44.71200476,-63.41328368,927,2023,1823,Agency,Ground survey,Direct from GPS,Human,,,2023-05-06,,2023-05-06,0.271818587,0.359512392,TRUE,NS,,,20240530,2023_1823,,
50.68989442,-115.8246427,928,2023,2145,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-19,2023-05-20,2023-05-17,2023-06-09,2023-09-15,36.26954158,36.26954158,,BC,,,20240530,2023_2145,148.425003,51.373001
51.37908759,-92.98915977,929,2023,177,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-10,2023-06-12,2023-06-01,2023-07-22,2023-06-30,154.8433228,154.8433228,,ON,,,20240530,2023_177,178.882004,56.952999
50.68143238,-115.8316303,930,2023,2145,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-19,2023-05-20,2023-05-17,2023-06-09,2023-09-15,238.2724351,238.2724351,,PC,KO,,20240530,2023_2145,250.25,71.727997
60.1792189,-107.6677658,931,2023,25,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-28,2023-07-30,2023-07-28,2023-09-08,2023-08-15,258.4600727,258.4600727,,NT,,,20240530,2023_25,403.651001,99.875
59.05574916,-117.0967183,932,2023,694,MAFiMS,Landsat,Processed imagery,Natural,2023-07-08,2023-07-15,2023-07-09,,2023-08-15,276.9063649,276.9063649,,AB,,,20240530,2023_694,638.411499,128.603501
54.6998371,-89.22811964,933,2023,182,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-03,2023-07-03,2023-07-02,2023-10-02,2023-08-08,210.0869182,210.0869182,,ON,,,20240530,2023_182,221.240005,41.561001
60.78417144,-121.3363658,934,2023,47,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-05,2023-06-13,2023-06-05,,2023-07-16,304.2170759,304.2170759,,NT,,,20240530,2023_47,355.346008,99.684998
54.16453298,-126.1028096,935,2023,768,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-12,2023-07-14,2023-07-07,2023-12-12,2023-08-15,141.0588388,141.0588388,,BC,,,20240530,2023_768,513.357971,97.678001
66.13759697,-130.2856755,936,2023,309,MAFiMS,Landsat,Processed imagery,Natural,2023-07-31,2023-08-01,2023-08-21,2023-09-06,2023-09-23,112.3204692,112.3204692,,NT,,,20240530,2023_309,491.531006,118.366001
54.00778296,-72.09392406,937,2023,545,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-11,2023-07-05,2023-06-10,2023-08-28,2023-09-09,79882.84857,79882.84857,,QC,,,20240530,2023_545,140.5495,49.6115
61.20880019,-113.1753791,938,2023,226,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-29,2023-09-12,2023-07-11,,2023-09-27,573.2430786,573.2430786,,NT,,,20240530,2023_226,752.618988,170.938996
52.14701807,-96.62251684,939,2023,391,MAFiMS,Landsat,Processed imagery,Natural,,,2023-06-03,,2023-06-17,2.81490864,2.81490864,,MB,,,20240530,2023_391,,
54.55810897,-96.56979978,940,2023,1107,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023-07-18,,2023-09-02,506.3438308,506.3438308,,MB,,,20240530,2023_1107,369.541,66.2715
53.9788212,-97.00469771,941,2023,437,MAFiMS,Landsat,Processed imagery,Natural,,,2023-07-23,,2023-09-08,2.604500794,2.604500794,,MB,,,20240530,2023_437,,
47.42495987,-75.9295654,942,2023,509,MAFiMS,Landsat,Processed imagery,Natural,2023-06-03,2023-06-04,2023-05-31,2023-07-09,2023-08-01,181.3177363,181.3177363,,QC,,,20240530,2023_509,108.594002,53.779999
53.94657583,-126.0550797,943,2023,1551,Agency,Ground survey,Direct from GPS,Natural,,,2023-05-27,2023-06-06,,81.29473861,86.29105674,TRUE,BC,,,20240530,2023_1551,270.286011,93.717003
50.14690415,-66.50715567,944,2023,1973,Agency,Satellite undefined,Processed imagery,Human,,,2023-05-26,2023-05-27,,0.00017981,0.00017981,,QC,,,20240530,2023_1973,,
51.23599915,-97.75989066,945,2023,369,MAFiMS,Sentinel-2,Processed imagery,Human,2023-05-02,2023-05-02,2023-05-02,,2023-05-15,56.47085053,56.47085053,,MB,,,20240530,2023_369,,
46.30290499,-73.81291611,946,2023,1947,Agency,Satellite undefined,Processed imagery,Human,,,2023-05-10,2023-05-10,,0.157948703,0.157948703,,QC,,,20240530,2023_1947,,
62.98900631,-139.1520349,947,2023,2107,Agency,Landsat,Manually delineated,Undetermined,,,2023-07-28,2023-10-13,,99.93681211,99.93681211,,YT,,,20240530,2023_2107,403.571014,76.723
52.83886088,-120.4678195,948,2023,747,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-20,2023-06-08,2023-05-20,2023-12-12,2023-06-22,210.2326803,210.2326803,,BC,,,20240530,2023_747,125.993,52.109501
52.0460502,-123.2112243,949,2023,1174,Agency,Ground survey,Direct from GPS,Human,,,2023-04-15,2023-04-21,,18.15708116,20.420657,TRUE,BC,,,20240530,2023_1174,,
67.8555607,-131.1773594,950,2023,67,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-26,2023-08-07,2023-07-27,2023-09-06,2023-08-20,672.0091909,672.0091909,,NT,,,20240530,2023_67,439.940002,112.125
60.24195345,-106.7988928,951,2023,60,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-25,2023-07-25,2023-07-28,,2023-08-15,412.2787054,412.2787054,,NT,,,20240530,2023_60,442.900498,98.967499
53.64275709,-122.3053527,952,2023,749,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-23,2023-11-19,2023-07-17,2023-10-01,2023-08-22,126.7398587,126.7398587,,BC,,,20240530,2023_749,323.498505,83.127998
53.73864317,-96.98313858,953,2023,144,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-01,2023-07-02,2023-07-01,,2023-09-02,253.3214683,253.3214683,,MB,,,20240530,2023_144,357.161987,64.223999
59.94334739,-127.7563495,954,2023,780,MAFiMS,Landsat,Processed imagery,Natural,2023-08-28,2023-09-11,2023-08-07,,2023-09-30,124.6929927,124.6929927,,BC,,,20240530,2023_780,476.862,86.542999
57.1188708,-112.9713146,955,2023,1709,Agency,Aerial survey,Direct from GPS,Natural,,,2023-07-06,,2023-07-08,59.97344399,64.4109528,TRUE,AB,,,20240530,2023_1709,215.355003,32.459501
53.39123741,-123.3334572,956,2023,753,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-07,2023-07-19,2023-07-06,2023-10-01,2023-08-15,170.3168121,170.3168121,,BC,,,20240530,2023_753,509.069001,95.361
46.22725597,-76.45700365,957,2023,2026,Agency,Satellite undefined,Processed imagery,Natural,,,2023-06-01,2023-07-06,,42.12750443,42.12750443,,QC,,,20240530,2023_2026,,
43.61454076,-65.74266655,958,2023,583,MAFiMS,Sentinel-2,Processed imagery,Human,2023-05-31,2023-05-31,2023-06-06,,2023-06-22,120.8932296,120.8932296,,NS,,,20240530,2023_583,4.276,90.745003
54.94796626,-128.8500435,959,2023,775,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-11,2023-07-13,2023-07-07,2023-12-19,2023-08-15,184.0830997,184.0830997,,BC,,,20240530,2023_775,299.292999,65.163002
56.83159422,-100.8150222,960,2023,146,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-12,2023-09-13,2023-08-09,,2023-09-17,683.1682042,683.1682042,,MB,,,20240530,2023_146,470.81601,80.971001
62.42512522,-105.9511515,961,2023,29,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-24,2023-07-28,2023-07-24,2023-09-07,2023-08-15,433.7227963,433.7227963,,NT,,,20240530,2023_29,467.872986,106.176003
56.72700344,-118.4698777,962,2023,715,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-08,2023-07-09,2023-07-08,,2023-08-15,162.4291069,162.4291069,,AB,,,20240530,2023_715,550.140015,92.261002
53.42722339,-126.9472,963,2023,887,MAFiMS,Landsat,Processed imagery,Natural,2023-09-02,2023-09-04,2023-08-28,2023-12-12,2023-10-10,256.1932348,256.1932348,,BC,,,20240530,2023_887,464.795502,73.910503
53.70138889,-100.3336111,964,2023,1143,Agency,Aerial survey,Buffered points,Human,,,2023-07-01,,2023-07-03,0.099553773,0.136875153,TRUE,MB,,,20240530,2023_1143,,
64.50152841,-107.2861355,965,2023,308,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023-10-01,2023-10-01,2023-10-08,54.96105341,54.96105341,,NT,,,20240530,2023_308,463.608002,109.546502
52.36944445,-97.03583333,966,2023,1075,Agency,Aerial survey,Buffered points,Human,,,2023-09-12,,2023-09-15,0.995290036,1.252086694,TRUE,MB,,,20240530,2023_1075,,
55.9802156,-103.272272,967,2023,623,MAFiMS,Sentinel-2,Processed imagery,Human,2023-09-22,2023-09-27,2023-08-31,2023-10-02,2023-10-08,322.589294,322.589294,,SK,,,20240530,2023_623,552.409485,99.538502
52.90628258,-125.4429007,968,2023,771,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-21,2023-07-21,2023-07-17,2023-08-28,2023-08-15,256.0491363,256.0491363,,BC,,,20240530,2023_771,522.247009,67.570999
53.03661269,-96.8461894,969,2023,106,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-10,2023-06-12,2023-06-07,,2023-06-30,405.9262793,405.9262793,,MB,,,20240530,2023_106,241.2855,53.306999
64.45567618,-111.4932173,970,2023,36,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-31,2023-08-12,2023-07-31,2023-09-07,2023-08-30,378.9219131,378.9219131,,NT,,,20240530,2023_36,552.392029,132.542999
61.43675509,-120.5467388,971,2023,228,MAFiMS,Sentinel-2,Processed imagery,Human,2023-08-13,2023-08-27,2023-08-13,,2023-09-15,336.7758675,336.7758675,,NT,,,20240530,2023_228,601.198487,100.695999
57.38515237,-101.6349745,972,2023,450,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-22,2023-08-26,2023-08-23,,2023-10-20,136.8516267,136.8516267,,MB,,,20240530,2023_450,364.936493,46.127499
54.74721073,-120.7793364,973,2023,1560,Agency,Undefined,Manually delineated,Natural,,,2023-09-23,2023-10-27,,2.018154947,2.470546677,TRUE,BC,,,20240530,2023_1560,,
49.45100674,-119.6201829,974,2023,1475,Agency,Ground survey,Direct from GPS,Natural,,,2023-07-14,2023-07-16,,1.103780691,1.383036788,TRUE,BC,,,20240530,2023_1475,,
60.60290084,-107.1266577,975,2023,274,MAFiMS,Landsat,Processed imagery,Natural,2023-07-01,2023-07-01,2023-06-30,,2023-09-16,186.1436768,186.1436768,,NT,,,20240530,2023_274,308.281006,66.3965
50.40404615,-117.7663531,976,2023,742,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-02,2023-08-05,2023-07-30,2023-09-27,2023-08-22,207.8048902,207.8048902,,BC,,,20240530,2023_742,405.43399,128.645004
54.22510495,-124.2676355,977,2023,754,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-07,2023-07-12,2023-07-01,2023-07-31,2023-07-30,533.5670006,533.5670006,,BC,,,20240530,2023_754,655.78952,147.093506
54.65260248,-85.65377053,978,2023,183,MAFiMS,Landsat,Processed imagery,Natural,2023-07-03,2023-07-04,2023-07-03,2023-10-12,2023-08-08,245.6095608,245.6095608,,ON,,,20240530,2023_183,214.195999,52.292
65.97623545,-131.6278608,979,2023,10,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-02,2023-07-22,2023-07-01,2023-09-06,2023-08-15,508.9344191,508.9344191,,NT,,,20240530,2023_10,244.968994,64.772003
59.94828961,-123.8763892,980,2023,725,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-12,2023-07-05,2023-06-04,,2023-08-15,288.7190981,288.7190981,,BC,,,20240530,2023_725,541.506012,89.945
50.99,-95.60888889,981,2023,1055,Agency,Aerial survey,Buffered points,Natural,,,2023-06-06,,2023-06-07,0.099434313,0.136717243,TRUE,MB,,,20240530,2023_1055,,
67.98224339,-127.4373299,982,2023,11,MAFiMS,Landsat,Processed imagery,Natural,2023-07-31,2023-08-02,2023-07-27,2023-09-06,2023-08-17,253.6761507,253.6761507,,NT,,,20240530,2023_11,424.481995,114.990997
53.04187146,-96.27409316,983,2023,107,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-14,2023-08-14,2023-08-14,,2023-09-02,88.70192625,88.70192625,,MB,,,20240530,2023_107,433.868011,77.925003
57.70727566,-118.324432,984,2023,1731,Agency,Ground survey,Direct from GPS,Natural,,,2023-06-29,,2023-07-03,3.272204856,3.931699471,TRUE,AB,,,20240530,2023_1731,,
54.9403707,-77.04350111,985,2023,604,MAFiMS,Landsat,Processed imagery,Natural,2023-07-04,2023-07-05,2023-07-04,2023-07-31,2023-09-26,147.1072109,147.1072109,,QC,,,20240530,2023_604,263.957489,87.4935
56.58750943,-91.15455899,986,2023,109,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-15,2023-06-15,2023-06-11,,2023-06-30,269.9527784,269.9527784,,MB,,,20240530,2023_109,158.289993,41.396
56.55714972,-120.2312171,987,2023,1420,Agency,Ground survey,Direct from GPS,Natural,,,2023-08-07,2023-10-07,,14.68765756,16.65442961,TRUE,BC,,,20240530,2023_1420,,
53.67257527,-100.324743,988,2023,454,MAFiMS,Landsat,Processed imagery,Human,2023-05-08,2023-05-08,2023-05-10,,2023-05-25,316.6493191,316.6493191,,MB,,,20240530,2023_454,149.830506,32.311001
55.07418031,-117.8830713,989,2023,1653,Agency,Aerial survey,Direct from GPS,Human,,,2023-05-05,,2023-05-27,21.21080314,23.71241488,TRUE,AB,,,20240530,2023_1653,,
58.70651837,-118.6684153,990,2023,1667,Agency,Aerial survey,Direct from GPS,Human,,,2023-05-04,,2023-05-04,18.7065701,21.01445933,TRUE,AB,,,20240530,2023_1667,,
64.93467262,-124.2161894,991,2023,4,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-16,2023-06-16,2023-06-16,2023-06-30,2023-06-25,322.6736468,322.6736468,,NT,,,20240530,2023_4,318.029999,74.584999
44.56907759,-65.60179404,992,2023,1800,Agency,Ground survey,Direct from GPS,Human,,,2023-04-11,,2023-04-12,9.887685525,11.38421879,TRUE,NS,,,20240530,2023_1800,,
58.1891292,-103.0443547,993,2023,1012,Agency,Satellite hotspots,Buffered points,Natural,,,2023-09-26,2023-09-28,,214.7685821,219.5807223,TRUE,SK,,,20240530,2023_1012,462.804001,61.309999
49.37562384,-121.6399218,994,2023,1285,Agency,Ground survey,Direct from GPS,Undetermined,,,2023-03-30,2023-04-05,,14.51920865,16.4707537,TRUE,BC,,,20240530,2023_1285,134.386002,11.342
55.80432987,-100.9719993,995,2023,119,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-25,2023-07-25,2023-07-20,,2023-08-15,506.6520097,506.6520097,,MB,,,20240530,2023_119,293.151001,50.881001
52.99659289,-95.10318439,996,2023,105,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-14,2023-08-14,2023-08-05,,2023-09-02,103.547738,103.547738,,MB,,,20240530,2023_105,365.654999,77.018997
52.12583333,-96.73055556,997,2023,1049,Agency,Aerial survey,Buffered points,Natural,,,2023-06-03,,2023-06-06,0.298541161,0.393430026,TRUE,MB,,,20240530,2023_1049,,
56.00888572,-120.1853516,998,2023,1557,Agency,Ground survey,Direct from GPS,Human,,,2023-09-02,2024-03-22,,10.84754685,12.44478877,TRUE,BC,,,20240530,2023_1557,,
56.62744971,-93.37201498,999,2023,128,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-03,2023-07-03,2023-07-03,,2023-08-07,143.2184193,143.2184193,,MB,,,20240530,2023_128,200.666,41.202
54.10361111,-97.65805556,1000,2023,1087,Agency,Aerial survey,Buffered points,Human,,,2023-05-21,,2023-05-23,0.099553902,0.136875323,TRUE,MB,,,20240530,2023_1087,,
55.62764663,-124.4599504,1001,2023,1434,Agency,Ground survey,Direct from GPS,Natural,,,2023-06-09,2023-06-27,,8.51228435,9.857452529,TRUE,BC,,,20240530,2023_1434,,
54.56634405,-121.8515486,1002,2023,1234,Agency,Aerial survey,Direct from GPS,Natural,,,2023-07-21,2023-07-30,,1.371142877,1.703722361,TRUE,BC,,,20240530,2023_1234,,
54.10962775,-126.9172524,1003,2023,773,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-12,2023-07-14,2023-07-08,2023-11-06,2023-08-15,194.4727535,194.4727535,,BC,,,20240530,2023_773,424.510986,87.161003
62.85939199,-124.8161315,1004,2023,45,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-17,2023-05-18,2023-05-19,2023-09-07,2023-05-30,357.2844333,357.2844333,,NT,,,20240530,2023_45,123.697998,38.012001
52.42618712,-119.9673373,1005,2023,1609,Agency,Aerial survey,Direct from GPS,Natural,,,2023-07-01,2023-09-27,,18.07041805,20.32694217,TRUE,BC,,,20240530,2023_1609,385.667999,112.027
49.65945688,-69.91720723,1006,2023,474,MAFiMS,Landsat,Processed imagery,Natural,2023-06-04,2023-06-04,2023-06-01,2023-07-16,2023-08-08,232.7348634,232.7348634,,QC,,,20240530,2023_474,83.371002,39.414002
53.62120326,-125.6726551,1007,2023,1579,Agency,Aerial survey,Direct from GPS,Natural,,,2023-07-08,2023-07-20,,5.021440613,5.934601657,TRUE,BC,,,20240530,2023_1579,507.14801,118.893997
